Income,Expenses,Savings,Loan Amount,Credit Score,Investments,Age,Employment Status,Marital Status,Dependents
7314,3815,394,13144,558,20509,22,Employed,Married,1
5453,1565,3573,7649,490,5711,18,Retired,Married,1
5015,3428,981,3877,745,31871,64,Retired,Single,0
13232,6511,932,19906,801,3457,26,Employed,Married,0
13236,9033,1409,5651,692,12196,61,Unemployed,Married,0
5800,7725,2955,12818,707,13839,35,Unemployed,Single,2
14162,6947,4628,4112,408,40467,60,Retired,Married,3
12023,2084,4650,4565,402,14167,59,Employed,Married,2
12985,7970,2741,4977,525,9459,27,Employed,Married,0
14884,8185,2938,19062,652,8157,67,Retired,Married,0
12983,6744,3420,8775,459,45821,18,Unemployed,Single,2
14033,9654,2504,10188,703,3714,37,Unemployed,Single,1
13346,9451,3033,841,623,21930,60,Employed,Married,1
11772,3248,3979,10567,444,28217,46,Unemployed,Married,0
9752,9170,3823,4038,764,41132,19,Unemployed,Married,0
10453,3704,4480,1804,431,32117,43,Unemployed,Married,3
5853,3392,711,8921,392,16256,28,Retired,Single,1
5236,8518,2976,4349,572,45766,42,Employed,Single,3
7176,4593,1471,9655,833,10583,51,Retired,Single,0
5155,2473,3699,14906,493,24925,58,Retired,Married,0
12536,5524,3186,14879,469,43042,18,Unemployed,Single,3
8698,8115,4749,4946,759,25869,48,Employed,Married,3
9829,5829,1142,10359,310,13271,55,Unemployed,Married,0
11537,8215,3981,6657,480,3835,39,Employed,Single,4
4886,2977,2568,15989,531,9013,19,Unemployed,Married,0
9471,7189,1608,17956,328,14239,64,Employed,Single,1
11746,8829,4633,13266,831,30540,18,Employed,Single,0
6770,7944,3822,6240,304,37973,41,Unemployed,Married,2
11391,9997,1897,9585,845,47621,67,Unemployed,Single,0
5940,1501,2192,15776,439,3154,53,Retired,Married,4
6490,9962,4072,16640,327,22492,62,Retired,Married,1
10899,8343,1091,127,397,44304,53,Employed,Single,0
3306,7472,699,9574,561,4923,64,Unemployed,Single,3
6075,9403,4092,11920,318,32558,51,Unemployed,Single,1
4656,6605,1901,14392,311,43814,26,Retired,Single,1
10244,9202,2178,14917,836,23468,29,Unemployed,Single,4
9611,4414,732,2205,824,41030,63,Employed,Married,3
9322,6656,512,8513,764,37636,37,Employed,Married,2
5692,9798,2687,10548,558,4790,21,Employed,Single,0
4764,4668,4096,4379,323,44992,32,Retired,Single,2
3275,4099,3756,8067,307,26420,21,Employed,Single,3
8271,7216,431,11305,527,33215,22,Retired,Married,1
10331,3735,4494,12148,675,2273,27,Retired,Married,4
14553,4299,807,12901,422,27680,61,Employed,Married,4
12593,8513,1279,10888,389,44927,61,Retired,Single,1
12967,6973,2221,9708,755,13434,57,Retired,Married,4
14573,1518,854,11485,523,47096,53,Employed,Single,2
8025,2358,3212,14117,556,48471,52,Employed,Single,1
7050,6880,2586,14220,814,10404,18,Retired,Single,0
11080,4532,4840,16221,447,41579,35,Retired,Married,0
6460,6005,2768,7081,686,11487,69,Unemployed,Married,3
13072,7289,4338,2371,737,11389,48,Employed,Single,1
6835,4031,3340,5016,336,30385,63,Unemployed,Single,2
7278,8971,3228,6302,405,36032,66,Retired,Single,1
4844,6219,1619,6382,531,49133,23,Unemployed,Married,1
14569,6363,275,12607,445,32389,23,Retired,Married,2
3071,5538,4103,11452,316,48964,59,Unemployed,Single,4
10386,3952,3863,15865,458,18994,36,Retired,Single,2
9862,4346,714,18825,581,10610,49,Retired,Single,1
10340,9564,2080,1017,577,19170,59,Retired,Single,1
12868,8122,809,3047,424,14869,47,Employed,Married,1
12487,4962,3726,13492,719,20866,43,Retired,Married,1
10635,2659,3978,10260,619,23930,20,Employed,Married,3
4043,6126,861,13894,781,11069,50,Retired,Single,4
13817,8556,36,11857,623,44867,67,Unemployed,Married,1
6042,5222,3811,4250,694,49954,48,Retired,Married,3
3814,5060,2081,7391,485,9571,64,Retired,Married,1
8622,7617,454,2446,765,23979,37,Unemployed,Single,4
13386,8089,4539,17783,356,12492,21,Retired,Married,4
14692,8349,3308,10711,757,31290,49,Retired,Married,2
10332,3743,4307,12119,507,48248,35,Retired,Single,3
3309,9677,3211,3687,373,29721,27,Unemployed,Single,4
9661,3260,2655,16367,783,32843,39,Retired,Single,0
13253,6942,981,7864,384,11582,68,Employed,Single,1
7227,9179,4391,6127,313,24409,34,Employed,Married,4
4877,4175,151,16936,348,8033,59,Employed,Single,3
13994,8624,3294,13834,725,25077,21,Employed,Married,3
5486,7281,599,8921,658,27455,54,Unemployed,Single,3
9886,4736,1322,18944,541,28385,24,Retired,Single,2
7835,7398,1511,5108,352,1847,68,Employed,Married,1
14937,9735,2258,4266,368,12163,68,Retired,Single,0
3794,5776,231,4945,355,10704,25,Retired,Single,3
9786,6223,2742,8985,755,45862,18,Unemployed,Married,1
7014,7144,4462,8366,554,32849,25,Retired,Married,3
10392,2615,4576,2551,304,7332,36,Employed,Single,3
8353,3281,571,3848,351,6648,34,Employed,Single,0
6407,3376,1202,3456,628,32793,58,Unemployed,Single,1
13648,6863,1507,19142,397,20704,69,Employed,Married,3
13043,4875,1612,12031,460,19841,65,Employed,Married,2
3974,4250,3566,8119,705,29038,26,Unemployed,Single,3
12239,4776,4040,10162,626,4450,68,Unemployed,Married,1
7237,1948,1570,1660,542,9418,33,Employed,Married,4
14981,7037,1039,13208,803,49718,62,Unemployed,Single,3
14213,5672,1425,10716,666,35575,68,Unemployed,Single,2
10248,4996,4081,13009,741,46268,54,Employed,Single,2
7369,3682,170,19960,453,32724,44,Employed,Single,3
11050,4826,188,11727,533,49473,19,Unemployed,Married,1
3464,2219,4881,13921,632,34186,53,Retired,Single,3
8327,3022,4678,13021,794,49890,29,Retired,Single,2
8415,8256,599,19307,414,27451,67,Employed,Married,3
11115,8127,4941,11233,668,4155,52,Employed,Married,2
3287,2569,4017,19092,632,10110,48,Retired,Married,4
6195,7062,3332,12600,429,24748,36,Unemployed,Married,3
12067,9249,3576,10501,477,30448,43,Retired,Married,0
4992,6387,2389,8422,394,33586,53,Retired,Married,3
10450,6174,953,19134,616,21202,21,Employed,Married,2
5925,3656,1625,15739,400,46231,65,Unemployed,Single,1
4120,9444,1870,10885,495,36399,60,Retired,Single,2
8310,5639,4261,7476,507,21058,48,Unemployed,Married,4
3446,7129,2024,7931,772,5630,30,Employed,Single,1
14024,8587,4329,13699,307,7868,60,Retired,Married,0
14760,6578,640,2804,435,39281,56,Employed,Single,0
9627,7905,1827,16136,560,35597,63,Retired,Married,4
5896,8371,4702,17225,446,10855,21,Unemployed,Married,4
3721,2132,539,5575,757,49698,57,Employed,Married,4
5163,3699,2365,11775,737,46379,61,Unemployed,Married,4
13774,6853,4438,10681,712,25660,30,Retired,Married,3
12543,4410,3501,14918,799,32739,58,Employed,Married,2
6980,2122,3947,13106,531,4812,26,Unemployed,Single,3
7502,7573,3026,19918,400,18270,19,Unemployed,Single,1
14576,1860,4732,607,446,24978,52,Retired,Single,0
4725,7865,3537,4618,806,12531,29,Employed,Single,0
11885,9901,4174,14089,403,29783,34,Unemployed,Single,1
6413,5443,2496,15568,635,14236,21,Employed,Single,0
3494,6369,4286,4257,745,31093,31,Employed,Married,4
3947,9628,4739,15931,743,5147,38,Employed,Married,4
3022,2377,2089,15794,417,19515,58,Employed,Single,4
4128,6295,3321,10223,816,29270,25,Retired,Married,1
3557,9291,3581,16585,830,3759,50,Unemployed,Single,2
12808,4023,2549,1364,387,44738,62,Employed,Single,1
6730,7770,1216,751,775,26316,45,Unemployed,Married,2
8341,8123,4885,13237,784,3876,20,Unemployed,Married,0
9998,6588,3978,14708,594,46480,31,Unemployed,Single,0
10182,9064,741,7545,680,14332,36,Retired,Married,0
10034,8566,4185,5344,582,10903,23,Employed,Married,2
4656,8045,1714,1205,455,37130,53,Employed,Single,0
7173,3821,4044,9512,479,44819,37,Unemployed,Single,1
8441,9649,647,3887,386,10198,18,Unemployed,Single,2
11998,9625,2797,1330,705,38771,27,Retired,Single,4
6312,9830,818,8622,795,16732,30,Retired,Married,2
11645,9794,242,4683,566,41673,29,Unemployed,Single,1
14167,6833,4314,18658,363,21487,28,Employed,Married,1
5324,9358,4104,3365,418,2781,53,Retired,Married,1
12639,5819,4525,17647,640,14412,34,Employed,Single,0
8595,6889,3877,4299,612,32554,64,Retired,Married,4
13753,3348,12,3733,462,45124,46,Employed,Single,4
8984,4705,3017,1665,804,32485,20,Unemployed,Married,3
5511,3661,689,860,592,27654,46,Retired,Married,1
14063,2964,3138,17228,676,34145,27,Unemployed,Married,0
3362,2143,3740,11681,841,39813,63,Retired,Single,2
6454,6851,676,16520,700,47378,36,Unemployed,Married,0
5798,6053,3574,11424,699,17665,21,Retired,Single,1
7620,8018,4303,5786,698,13926,63,Retired,Married,0
14645,7223,1323,9345,786,20303,55,Retired,Single,1
6255,9446,2865,11598,814,48802,29,Employed,Married,2
4217,2110,1002,8325,323,13356,48,Employed,Married,2
4485,5802,2502,18445,358,40752,19,Retired,Married,4
13295,3043,1765,4378,539,37362,66,Unemployed,Single,3
8349,2966,1553,11045,610,48126,18,Unemployed,Married,0
13728,7736,2291,3730,620,13624,34,Retired,Single,3
10195,2681,1985,11684,780,40338,42,Employed,Married,0
13047,3646,4866,6122,713,28468,22,Employed,Single,4
10750,3772,237,1795,621,31928,65,Employed,Married,4
9079,6036,3317,10041,701,25790,31,Employed,Married,2
12399,2219,2392,8187,358,22114,69,Unemployed,Married,2
12640,6180,3555,4840,352,30094,27,Retired,Single,2
11035,4972,1584,10919,363,3120,38,Retired,Single,0
4507,5142,1307,3726,418,45753,42,Retired,Married,3
4003,1563,2085,259,585,36638,52,Unemployed,Single,3
9403,2059,1819,17625,317,1785,20,Employed,Single,2
3925,8946,31,1843,304,1937,35,Employed,Married,4
11275,3233,291,13754,691,43649,67,Unemployed,Married,3
9583,5394,3686,2280,459,30969,53,Unemployed,Married,4
14934,3042,4387,7796,441,29287,56,Retired,Married,2
6927,3915,1642,4567,696,43216,50,Retired,Single,0
12734,7590,577,9300,317,36880,65,Unemployed,Single,1
3985,6717,3909,1255,413,17297,34,Unemployed,Married,3
7231,6887,1223,6462,833,23816,57,Unemployed,Single,2
8302,6679,4076,10432,831,41205,23,Employed,Single,2
8291,9687,2652,18042,760,5534,51,Retired,Single,3
3908,8143,446,19032,585,10529,43,Unemployed,Married,1
14100,9160,3419,14942,304,23013,59,Unemployed,Married,0
8051,3958,4373,12150,428,31089,48,Employed,Married,3
13929,7528,3041,3371,798,7171,66,Unemployed,Married,0
5586,6947,2579,19813,575,42229,68,Retired,Married,2
12335,6059,1422,7620,382,18874,45,Employed,Single,3
4331,4249,2609,2932,417,39809,53,Unemployed,Married,0
9851,3448,3081,9778,328,22153,30,Retired,Married,4
14540,7806,58,10304,657,40157,38,Retired,Single,4
12745,9751,3159,8119,456,29429,43,Employed,Married,4
13534,9592,458,14557,330,7641,68,Retired,Single,0
4806,1689,103,14407,585,43401,48,Employed,Single,4
13292,7508,4926,4983,635,24539,33,Retired,Married,2
3805,8982,788,2521,612,26367,48,Unemployed,Single,0
7147,1795,741,19086,422,22726,30,Employed,Single,2
13967,9868,3406,16402,670,5677,47,Retired,Single,1
3071,9668,1572,18953,613,6139,49,Employed,Married,0
3027,2299,2701,16343,327,25696,22,Retired,Single,4
11660,8503,4650,783,454,21513,29,Employed,Single,4
6983,9906,4723,9898,529,12157,56,Unemployed,Single,1
11955,4200,3412,16798,848,13832,58,Employed,Single,3
10055,7373,2976,8555,305,48877,54,Employed,Single,1
9690,6214,2134,10767,772,47023,21,Unemployed,Married,4
12616,7991,427,1103,617,37460,59,Retired,Single,4
13440,9833,1944,5309,524,9205,65,Unemployed,Single,3
6832,4339,1271,1171,332,6425,60,Employed,Married,1
12867,5013,4979,8634,388,4900,46,Unemployed,Single,2
3559,2635,4581,6408,633,12811,58,Unemployed,Single,1
10957,7857,4699,12135,339,9462,22,Employed,Single,2
6831,3747,411,13710,674,39381,28,Employed,Married,4
13110,8048,1931,6636,597,30134,47,Unemployed,Married,4
10344,6016,2495,2589,692,17906,26,Employed,Married,1
8171,5602,246,10031,317,3817,66,Retired,Single,4
3078,3048,2817,9695,826,5950,45,Retired,Single,3
7929,8032,2171,15527,431,36607,39,Retired,Married,0
6647,6011,3331,5722,589,48101,28,Retired,Married,2
4031,4331,2924,13402,508,25273,38,Unemployed,Married,4
10381,4562,2060,17106,626,8491,23,Unemployed,Married,2
5072,9475,3334,841,802,9014,43,Unemployed,Married,1
9911,4552,4895,18731,578,8691,33,Employed,Single,3
9088,8710,944,645,681,1442,68,Unemployed,Single,2
4484,5039,2247,8215,608,23778,31,Unemployed,Single,4
13437,2026,1262,19656,576,31879,52,Employed,Single,0
8838,4307,175,16390,375,27659,59,Employed,Single,3
4550,3253,1052,3701,597,49788,53,Employed,Single,1
8497,8382,2724,13908,677,28503,39,Retired,Single,4
7682,3154,2582,9463,732,10413,19,Unemployed,Single,3
4829,6341,1317,12453,411,49577,30,Unemployed,Single,4
6751,5541,4572,12715,371,12641,28,Unemployed,Married,1
9081,6524,3367,5630,616,44400,29,Employed,Single,1
13223,5917,1674,15902,320,30899,50,Unemployed,Single,0
9601,6135,333,2556,487,48147,39,Retired,Single,3
7459,4383,1264,19338,420,27938,26,Unemployed,Married,0
6856,7384,3177,7387,641,46463,61,Unemployed,Married,0
13374,1948,2945,9858,603,1894,24,Employed,Single,0
9182,4810,4780,13630,746,45862,34,Retired,Single,2
9083,6085,4656,4661,795,36021,27,Unemployed,Single,1
10970,9608,4218,3801,820,30936,55,Employed,Single,0
5094,5909,2665,7413,484,31760,56,Retired,Married,2
9238,9373,4935,17547,631,35778,68,Retired,Married,2
6032,7551,415,12071,649,24241,63,Employed,Single,2
4548,1794,707,17665,619,47442,42,Employed,Married,0
11559,2738,2684,10856,836,29766,44,Employed,Married,2
3064,9541,3366,11087,711,22019,47,Employed,Married,0
6299,4316,3503,8187,455,28791,47,Employed,Married,3
7849,2598,4442,16686,832,25192,60,Employed,Single,1
8639,3237,2559,13805,801,40765,51,Unemployed,Married,4
5035,3689,4944,8947,785,30180,50,Employed,Married,0
14055,4265,3971,9418,453,44520,49,Employed,Single,1
13068,2722,4630,7575,367,44806,59,Retired,Single,0
8674,8049,2957,9425,791,43005,29,Retired,Single,3
5228,1910,1729,5978,340,38601,58,Retired,Single,1
8620,4445,1901,14436,826,30899,40,Employed,Married,1
3596,9602,4759,9089,468,48802,46,Employed,Single,2
6606,6286,1041,8154,411,36702,60,Unemployed,Married,0
13866,2286,26,8183,762,13571,18,Unemployed,Single,0
6889,3609,2583,3362,351,1371,37,Unemployed,Married,4
6506,6946,1052,11101,554,31193,27,Unemployed,Single,2
13026,7335,1674,9646,457,16386,36,Employed,Single,2
4395,3486,3055,18396,599,40766,40,Retired,Married,4
12778,9626,1658,17484,726,15464,38,Employed,Single,2
10529,8800,4735,15755,606,18787,60,Employed,Single,2
11303,7209,3951,5104,398,21986,52,Employed,Single,3
3452,3903,3188,9512,420,29651,65,Employed,Single,1
13995,9762,1741,16069,329,47174,49,Retired,Single,4
10336,5901,4087,16306,529,22057,27,Retired,Single,3
5631,8201,4137,16255,553,30872,19,Unemployed,Single,3
5186,4795,3231,4502,703,11712,68,Employed,Single,3
8967,3621,1714,15252,793,18391,53,Unemployed,Single,2
9374,5082,3196,6037,330,28922,65,Retired,Single,4
8358,5697,3331,17539,461,1667,23,Retired,Married,2
7348,7200,3347,9292,731,17325,60,Unemployed,Married,2
13196,8732,1986,14466,455,2446,34,Retired,Married,3
4459,5788,3544,996,622,16890,32,Retired,Married,0
4942,2585,701,9627,490,27483,53,Employed,Single,4
14685,4121,1454,18929,475,27943,41,Employed,Married,4
8422,3848,3786,4984,816,27681,57,Retired,Single,3
13049,6374,2471,16737,823,38136,46,Retired,Single,3
8196,4536,4260,2318,638,39085,67,Unemployed,Married,1
3061,3849,3044,13703,618,36797,31,Unemployed,Single,3
4494,7243,3883,12719,410,42000,19,Retired,Married,2
4180,5932,2940,2519,772,14025,65,Employed,Married,3
9268,7675,1820,5427,316,30940,39,Employed,Married,4
5788,8765,2802,4603,519,23763,64,Unemployed,Married,0
13067,7603,3795,18468,786,25701,23,Employed,Single,0
13400,8858,2463,899,604,18161,26,Employed,Married,2
7636,3531,3371,16846,816,42795,29,Unemployed,Married,0
7721,2749,335,17885,428,26454,59,Unemployed,Single,3
8710,8308,1924,12068,323,38257,56,Employed,Married,0
10702,5056,4976,17099,840,14115,22,Unemployed,Single,3
3105,6799,3860,5330,431,40038,57,Retired,Married,1
12346,4594,2788,19995,620,47999,61,Unemployed,Married,4
14620,4477,4125,9180,796,10028,18,Retired,Single,2
7087,2462,3606,16595,681,42484,27,Retired,Single,1
12900,7225,1540,17137,515,43211,28,Retired,Single,0
14015,6989,574,15473,842,8688,44,Unemployed,Married,2
6925,2768,220,3750,310,38009,40,Unemployed,Married,3
4908,6779,4922,11881,381,42694,37,Unemployed,Married,1
5049,1872,2013,19606,455,24255,22,Retired,Single,4
12466,5880,2641,16819,465,15211,30,Unemployed,Single,4
12137,9117,753,4929,507,17552,67,Employed,Married,1
11172,7779,1020,14796,323,47617,27,Employed,Single,1
6904,1595,1488,18344,631,43108,66,Unemployed,Married,1
13419,5869,1961,5813,818,42259,68,Retired,Married,0
6796,5441,3483,1724,810,12513,53,Unemployed,Single,4
3292,8521,437,1494,540,6033,58,Employed,Single,4
13414,5444,478,18363,480,1521,67,Retired,Married,0
9266,7368,782,8437,592,31824,33,Unemployed,Single,2
9370,6896,4167,7160,382,14256,24,Unemployed,Married,4
13683,9541,4677,8575,389,45544,49,Retired,Single,2
13667,1631,219,284,738,27293,42,Retired,Single,2
7860,8790,1027,15315,842,31607,61,Employed,Single,2
6729,8016,289,5083,492,13793,43,Unemployed,Married,4
10962,7406,379,8491,787,25877,53,Employed,Married,3
8510,2307,3973,900,648,42612,45,Employed,Married,2
11619,1550,2851,1459,388,37069,61,Retired,Married,3
9761,6777,1378,13680,422,21543,29,Unemployed,Single,0
14164,1555,1958,19305,673,28213,43,Employed,Single,3
9110,5164,2127,2533,346,19663,21,Employed,Married,3
9955,2243,65,6579,732,43582,61,Retired,Married,1
3106,7530,2183,17189,445,29990,40,Unemployed,Married,2
14811,9631,4494,7595,302,35449,57,Unemployed,Single,4
7754,1579,3774,18612,829,14116,41,Employed,Single,1
14525,4466,4442,1921,613,33859,48,Retired,Single,3
8278,5228,3919,4972,626,4706,47,Unemployed,Married,0
9408,6036,777,2387,380,17147,20,Unemployed,Married,4
10635,1625,2566,10730,452,34728,33,Employed,Single,0
4225,7313,1903,14830,701,21543,51,Unemployed,Married,3
7250,9910,2761,1996,787,34611,55,Unemployed,Married,0
14560,2447,3851,4825,366,9895,45,Unemployed,Single,1
3895,2094,78,5282,388,23412,66,Unemployed,Married,0
4620,6530,1581,13869,434,34014,61,Employed,Single,1
8088,1640,2162,18887,501,14251,58,Unemployed,Married,2
13484,4555,985,15451,727,45997,65,Unemployed,Married,4
8419,5705,1485,104,478,6109,24,Retired,Married,0
4385,6671,2620,8630,638,25632,25,Employed,Single,1
14784,9282,964,17905,378,30740,24,Unemployed,Single,3
5433,4160,2547,1351,832,13151,54,Retired,Married,3
13998,8356,828,2698,677,47165,24,Employed,Married,1
14575,7589,3173,19996,464,30733,67,Unemployed,Single,4
4301,6818,2673,16892,839,7325,35,Retired,Married,2
9858,4052,1718,15300,454,23691,65,Employed,Married,2
11950,5111,2432,5310,422,30428,56,Unemployed,Single,4
11938,9562,1228,6190,501,11050,38,Retired,Married,0
11784,2540,2410,13166,339,2912,51,Employed,Married,1
8644,9103,3778,17658,468,37989,66,Retired,Married,2
14078,5672,1840,2822,369,8374,44,Retired,Married,4
8088,4446,497,16447,629,34034,25,Unemployed,Single,2
12260,4736,536,3921,739,48457,51,Retired,Single,2
8440,5180,3305,17243,698,20866,35,Unemployed,Single,0
10493,6307,1164,11019,792,47678,68,Unemployed,Married,2
9291,3037,1971,1547,653,27256,69,Retired,Single,1
6307,5372,3527,2076,627,28769,58,Retired,Married,4
11894,3367,299,13962,797,11198,29,Retired,Married,0
7708,2661,2386,16820,718,30281,39,Retired,Married,0
3104,5420,4398,13908,802,5564,68,Employed,Single,4
12689,7193,3963,3657,838,37996,57,Unemployed,Married,1
6833,5382,4687,17146,644,8155,39,Retired,Married,2
3395,9238,4171,735,676,48952,25,Employed,Married,2
6517,9956,3859,7214,594,34085,59,Retired,Single,1
13845,7831,913,11856,587,1710,45,Employed,Married,3
6291,6682,4875,4094,553,12388,67,Unemployed,Single,4
5010,3026,3695,4728,733,9642,64,Retired,Single,1
13180,9631,920,3729,800,27457,49,Employed,Married,2
7537,5894,1523,7241,384,19127,28,Employed,Married,4
12860,2658,1749,17460,820,35091,38,Unemployed,Single,4
7968,5867,3617,10472,812,12752,43,Retired,Single,2
7762,6130,2700,1830,815,5237,31,Retired,Single,1
4051,5013,1005,10090,815,4051,32,Unemployed,Single,3
5841,2644,1701,17057,796,31169,31,Unemployed,Married,4
9618,1568,3302,16932,461,22048,29,Unemployed,Married,4
7723,5217,803,14432,826,44311,53,Employed,Single,4
10472,6223,3366,895,664,20088,20,Employed,Single,1
10913,5713,2892,18953,843,6675,61,Unemployed,Single,4
8524,7913,3498,17297,724,40555,24,Retired,Married,2
6584,4966,4967,17560,663,3640,56,Employed,Single,2
11539,4526,3162,7273,407,13317,68,Unemployed,Single,0
4263,8498,114,6696,313,45408,63,Employed,Single,4
7665,4247,3329,19657,322,41144,18,Employed,Single,3
11014,8771,4468,15042,620,41906,56,Unemployed,Single,0
13934,7671,4945,14900,809,39130,42,Retired,Single,4
13265,5355,2137,12434,340,34462,48,Retired,Single,4
14340,3703,4852,17906,603,21637,39,Employed,Single,1
4351,4919,30,7477,714,11385,27,Retired,Married,1
9980,2644,1805,2802,749,16201,35,Retired,Married,2
14013,4199,3569,3122,693,35536,30,Unemployed,Married,0
10190,2060,1436,12782,664,25667,25,Unemployed,Single,0
6827,2687,4785,2456,728,46384,26,Unemployed,Married,0
11861,4633,3428,18033,451,1171,32,Retired,Single,2
5646,4911,456,2320,558,36517,25,Retired,Married,3
3266,3189,448,10697,522,36870,50,Unemployed,Single,3
12630,5907,67,17527,565,48375,52,Retired,Married,3
13885,3923,4089,11964,529,38982,36,Unemployed,Married,0
10434,2869,1862,8237,738,33844,47,Employed,Single,4
4022,7507,1802,19698,449,19582,26,Employed,Married,0
10947,8228,4969,4406,756,5237,36,Retired,Married,4
5037,2476,4562,18993,435,31465,64,Retired,Married,1
11756,5772,3431,7591,698,7027,63,Retired,Married,2
10778,7997,127,3119,442,14241,43,Retired,Single,3
4059,1618,4828,17784,369,11367,18,Employed,Single,0
4424,3042,3825,19981,353,28483,20,Unemployed,Single,0
7123,6362,1267,3511,702,16031,51,Employed,Single,1
3219,4543,4010,3828,326,36312,42,Unemployed,Single,4
3405,2472,1042,16949,598,33023,47,Retired,Married,3
12829,2415,3738,7651,619,29188,18,Unemployed,Single,2
5318,8121,367,9092,744,36625,35,Unemployed,Single,4
12951,2086,2604,10370,397,35321,50,Unemployed,Single,4
12866,7125,2640,11784,425,7274,26,Unemployed,Single,3
11983,8854,4907,2771,357,13556,24,Employed,Single,2
14774,6091,58,6777,476,42921,47,Retired,Single,3
8058,4062,4256,113,584,35395,30,Retired,Married,3
4309,8339,102,531,326,27543,34,Unemployed,Married,0
10621,9964,4941,9714,750,12523,30,Retired,Single,2
7929,4427,4507,3410,622,2074,30,Employed,Single,4
12522,7695,785,9236,549,20588,59,Unemployed,Single,3
11702,7776,4278,8324,669,14990,55,Retired,Married,1
13764,5790,3945,11159,389,32528,54,Retired,Single,2
11683,7382,2446,1726,430,18412,27,Unemployed,Married,1
4617,7946,956,8217,824,18031,31,Employed,Married,4
13248,6667,2702,2648,328,46793,60,Unemployed,Single,2
4520,3022,436,12832,843,15837,22,Unemployed,Married,0
10892,2061,2365,9453,385,39071,53,Retired,Married,2
4583,5040,4701,2065,357,48512,52,Retired,Single,4
9704,2979,496,933,356,20546,63,Unemployed,Married,0
10988,8177,1366,1050,693,47515,62,Unemployed,Married,4
9583,2705,2865,7116,324,46875,40,Retired,Single,2
4575,8160,1851,11106,489,18286,22,Unemployed,Single,4
9935,2089,1022,19986,375,10695,61,Employed,Married,2
12953,5826,3130,6878,670,38844,45,Unemployed,Single,0
13183,6404,2844,792,805,12054,40,Employed,Single,2
14371,7921,1489,11367,482,3897,59,Unemployed,Single,4
14518,5259,2334,5963,453,10537,51,Unemployed,Single,4
9176,7436,4432,9547,568,22946,48,Unemployed,Married,4
12238,3705,3389,1385,577,9681,24,Retired,Single,1
14084,5614,202,17444,639,8851,24,Retired,Single,1
5613,5527,230,9563,322,26001,21,Retired,Single,1
6892,6316,3634,4138,731,15585,61,Retired,Single,3
11653,8688,3128,17533,825,40996,49,Retired,Married,2
9733,4308,2691,14344,642,48038,45,Retired,Married,1
7431,5103,3491,7693,351,49123,21,Unemployed,Married,4
11112,5413,2962,11394,638,31117,56,Employed,Married,4
4381,2919,2327,6327,340,6595,69,Retired,Married,1
12337,3667,4904,3353,817,24774,62,Retired,Single,1
6515,3644,4561,13364,706,49565,25,Unemployed,Married,4
7454,3667,2784,15205,437,44691,31,Retired,Single,1
10769,7391,803,4628,398,10599,47,Unemployed,Married,3
9489,8036,4361,19832,640,7462,20,Retired,Single,3
11384,2666,3723,5327,615,14307,19,Employed,Married,3
6534,5075,2901,14281,841,40136,27,Retired,Single,0
3755,4341,175,16452,524,28531,23,Retired,Married,3
12876,3370,1444,10058,560,43174,24,Unemployed,Single,4
5525,4386,4003,12093,546,37710,33,Retired,Married,0
3827,1659,3532,19892,378,35568,23,Unemployed,Single,4
12081,8743,4349,16684,772,15414,33,Employed,Married,4
7748,5263,1543,15987,376,32723,44,Retired,Single,1
13647,2555,4998,18984,561,30036,29,Unemployed,Single,2
5333,1833,2154,18537,301,11261,39,Employed,Married,3
7946,5096,2105,14907,316,3377,32,Employed,Single,2
11302,9107,3413,12921,643,41091,39,Unemployed,Married,2
11046,2862,3361,14026,311,49994,52,Unemployed,Single,1
11984,2425,4179,3082,306,2271,65,Retired,Single,2
10181,7019,1140,7074,545,38788,67,Employed,Married,3
13835,3943,4807,17623,456,46316,32,Employed,Single,0
6414,5480,1761,10560,473,29419,40,Unemployed,Single,4
12501,8760,1940,459,786,34202,55,Employed,Single,3
9457,2919,1806,19010,580,20982,66,Unemployed,Married,1
9749,1559,4996,2801,608,4771,19,Retired,Married,0
3296,4024,3173,16847,536,15873,19,Unemployed,Single,1
12821,5297,656,997,456,42494,66,Retired,Married,3
3568,3078,2503,6384,550,42340,36,Unemployed,Married,4
8283,8701,658,13223,520,19534,22,Retired,Married,2
10664,2207,2838,15299,637,37892,21,Employed,Single,2
10511,9665,4946,11198,522,13117,45,Unemployed,Married,1
8465,6777,4236,1678,510,6602,35,Unemployed,Single,0
11263,3280,2453,864,636,16421,57,Unemployed,Married,4
7382,3913,1054,9382,433,32674,58,Retired,Single,1
3065,9250,3041,2697,794,6167,67,Unemployed,Single,4
3879,3661,4003,12107,846,6486,48,Unemployed,Single,1
11259,1808,2338,2926,482,29192,39,Employed,Single,0
12408,6939,110,15735,460,21806,28,Unemployed,Married,3
10222,5807,1718,14223,686,10943,65,Unemployed,Married,2
14219,3864,4291,7542,496,5824,33,Unemployed,Married,4
8069,1684,125,4429,783,36883,21,Unemployed,Married,4
6239,6824,261,15362,801,1218,38,Employed,Married,0
14672,6983,2934,13931,788,33893,58,Unemployed,Single,4
3507,1745,2202,7218,651,14169,62,Unemployed,Single,3
10704,9930,1604,2397,829,47458,42,Employed,Married,3
14906,9683,4203,18605,533,46374,37,Retired,Married,0
14076,7424,2082,14451,708,10415,25,Retired,Married,1
4125,2019,3942,5814,575,5180,60,Employed,Single,1
